Chris_Resop,ANA,Relief_Pitcher,75.0,222.0,24.0
Phil_Seibel,ANA,Relief_Pitcher,73.0,195.0,28.0
Justin_Speier,ANA,Relief_Pitcher,76.0,205.0,33.0
Darren_Oliver,ANA,Relief_Pitcher,74.0,220.0,36.0
Hector_Carrasco,ANA,Relief_Pitcher,74.0,220.0,37.0
Scot_Shields,ANA,Relief_Pitcher,73.0,170.0,31.0
Francisco_Rodriguez,ANA,Relief_Pitcher,72.0,185.0,25.0
Greg_Jones,ANA,Relief_Pitcher,74.0,195.0,30.0
Doug_Mirabelli,BOS,Catcher,73.0,220.0,36.0
Jason_Varitek,BOS,Catcher,74.0,230.0,34.0
George_Kottaras,BOS,Catcher,72.0,180.0,23.0
Kevin_Youkilis,BOS,First_Baseman,73.0,220.0,27.0
Dustin_Pedroia,BOS,Second_Baseman,69.0,180.0,23.0
Alex_Cora,BOS,Shortstop,72.0,180.0,31.0
Julio_Lugo,BOS,Shortstop,73.0,170.0,31.0
Mike_Lowell,BOS,Third_Baseman,75.0,210.0,33.0
Wily_Mo_Pe?a,BOS,Outfielder,75.0,215.0,25.0
J.D._Drew,BOS,Outfielder,73.0,200.0,31.0
Manny_Ramirez,BOS,Outfielder,72.0,213.0,34.0
Brandon_Moss,BOS,Outfielder,72.0,180.0,23.0
David_Murphy,BOS,Outfielder,76.0,192.0,25.0
Eric_Hinske,BOS,Outfielder,74.0,235.0,29.0
Coco_Crisp,BOS,Outfielder,72.0,185.0,27.0
David_Ortiz,BOS,Designated_Hitter,76.0,230.0,31.0
Curt_Schilling,BOS,Starting_Pitcher,77.0,235.0,40.0
Tim_Wakefield,BOS,Starting_Pitcher,74.0,210.0,40.0
Josh_Beckett,BOS,Starting_Pitcher,77.0,222.0,26.0
Matt_Clement,BOS,Starting_Pitcher,75.0,210.0,32.0
Jonathan_Papelbon,BOS,Starting_Pitcher,76.0,230.0,26.0
Kyle_Snyder,BOS,Starting_Pitcher,80.0,220.0,29.0
Devern_Hansack,BOS,Starting_Pitcher,74.0,180.0,29.0
Jon_Lester,BOS,Starting_Pitcher,74.0,190.0,23.0
Kason_Gabbard,BOS,Starting_Pitcher,75.0,200.0,24.0
Craig_Hansen,BOS,Relief_Pitcher,78.0,210.0,23.0
Hideki_Okajima,BOS,Relief_Pitcher,73.0,194.0,31.0
Craig_Breslow,BOS,Relief_Pitcher,73.0,180.0,26.0
Manny_Delcarmen,BOS,Relief_Pitcher,74.0,190.0,25.0
Brendan_Donnelly,BOS,Relief_Pitcher,75.0,240.0,35.0
Javier_Lopez,BOS,Relief_Pitcher,76.0,200.0,29.0
J.C._Romero,BOS,Relief_Pitcher,71.0,198.0,30.0
Joel_Pineiro,BOS,Relief_Pitcher,73.0,200.0,28.0
Julian_Tavarez,BOS,Relief_Pitcher,74.0,195.0,33.0
Mike_Timlin,BOS,Relief_Pitcher,76.0,210.0,40.0
Nick_DeBarr,BOS,Relief_Pitcher,76.0,220.0,23.0
Victor_Martinez,CLE,Catcher,74.0,190.0,28.0
Kelly_Shoppach,CLE,Catcher,73.0,210.0,26.0
Ryan_Garko,CLE,First_Baseman,74.0,225.0,26.0
Joe_Inglett,CLE,Second_Baseman,70.0,180.0,28.0
Josh_Barfield,CLE,Second_Baseman,72.0,185.0,24.0
Hector_Luna,CLE,Second_Baseman,73.0,170.0,27.0
Jhonny_Peralta,CLE,Shortstop,73.0,185.0,24.0
Andy_Marte,CLE,Third_Baseman,73.0,185.0,23.0
Ben_Francisco,CLE,Outfielder,73.0,180.0,25.0
Shin-Soo_Choo,CLE,Outfielder,71.0,178.0,24.0
Franklin_Gutierrez,CLE,Outfielder,74.0,175.0,24.0
Grady_Sizemore,CLE,Outfielder,74.0,200.0,24.0
Jason_Michaels,CLE,Outfielder,72.0,204.0,30.0
Trot_Nixon,CLE,Outfielder,74.0,211.0,32.0
David_Dellucci,CLE,Outfielder,71.0,190.0,33.0
Casey_Blake,CLE,Outfielder,74.0,210.0,33.0
Travis_Hafner,CLE,Designated_Hitter,75.0,240.0,29.0
Paul_Byrd,CLE,Starting_Pitcher,73.0,190.0,36.0
Cliff_Lee,CLE,Starting_Pitcher,75.0,190.0,28.0
Jake_Westbrook,CLE,Starting_Pitcher,75.0,185.0,29.0
C.C._Sabathia,CLE,Starting_Pitcher,79.0,290.0,26.0
Jeremy_Sowers,CLE,Starting_Pitcher,73.0,175.0,23.0
Rafael_Perez,CLE,Relief_Pitcher,75.0,185.0,24.0
Brian_Slocum,CLE,Relief_Pitcher,76.0,200.0,25.0
Edward_Mujica,CLE,Relief_Pitcher,74.0,220.0,22.0
Fernando_Cabrera,CLE,Relief_Pitcher,76.0,170.0,25.0
Tom_Mastny,CLE,Relief_Pitcher,78.0,220.0,26.0
Juan_Lara,CLE,Relief_Pitcher,74.0,190.0,26.0
Fausto_Carmona,CLE,Relief_Pitcher,76.0,220.0,23.0
Aaron_Fultz,CLE,Relief_Pitcher,72.0,205.0,33.0
Rafael_Betancourt,CLE,Relief_Pitcher,74.0,200.0,31.0
Roberto_Hernandez,CLE,Relief_Pitcher,76.0,250.0,42.0
Joe_Borowski,CLE,Relief_Pitcher,74.0,225.0,35.0
Matt_Miller,CLE,Relief_Pitcher,75.0,215.0,35.0
Jason_Davis,CLE,Relief_Pitcher,78.0,210.0,26.0
Mike_Piazza,OAK,Catcher,75.0,215.0,38.0
Jason_Kendall,OAK,Catcher,72.0,195.0,32.0
Adam_Melhuse,OAK,Catcher,74.0,200.0,34.0
Nick_Swisher,OAK,First_Baseman,72.0,194.0,26.0
Dan_Johnson,OAK,First_Baseman,74.0,220.0,27.0
Donald_Murphy,OAK,Second_Baseman,70.0,180.0,23.0
Mark_Ellis,OAK,Second_Baseman,71.0,180.0,29.0
Marco_Scutaro,OAK,Shortstop,70.0,170.0,31.0
Bobby_Crosby,OAK,Shortstop,75.0,195.0,27.0
Mark_Kiger,OAK,Shortstop,71.0,180.0,26.0
Antonio_Perez,OAK,Third_Baseman,71.0,170.0,27.0
Eric_Chavez,OAK,Third_Baseman,73.0,206.0,29.0
Milton_Bradley,OAK,Outfielder,72.0,205.0,28.0
Shannon_Stewart,OAK,Outfielder,71.0,200.0,33.0
Bobby_Kielty,OAK,Outfielder,73.0,225.0,30.0
Mark_Kotsay,OAK,Outfielder,72.0,201.0,31.0
Ryan_Goleski,OAK,Outfielder,75.0,225.0,24.0
Jeremy_Brown,OAK,Designated_Hitter,70.0,226.0,27.0
Jason_Windsor,OAK,Starting_Pitcher,74.0,233.0,24.0
David_Shafer,OAK,Starting_Pitcher,74.0,180.0,24.0
Joe_Blanton,OAK,Starting_Pitcher,75.0,225.0,26.0
Brad_Halsey,OAK,Starting_Pitcher,73.0,180.0,26.0
Dan_Haren,OAK,Starting_Pitcher,77.0,220.0,26.0
Rich_Harden,OAK,Starting_Pitcher,73.0,180.0,25.0
Joe_Kennedy,OAK,Starting_Pitcher,76.0,237.0,27.0
Esteban_Loaiza,OAK,Starting_Pitcher,75.0,215.0,35.0
Alan_Embree,OAK,Relief_Pitcher,74.0,190.0,37.0
Jay_Witasick,OAK,Relief_Pitcher,76.0,235.0,34.0
Justin_Duchscherer,OAK,Relief_Pitcher,75.0,190.0,29.0
Kiko_Calero,OAK,Relief_Pitcher,73.0,180.0,32.0
Chad_Gaudin,OAK,Relief_Pitcher,71.0,165.0,23.0
Lenny_DiNardo,OAK,Relief_Pitcher,76.0,195.0,27.0
Scott_Dunn,OAK,Relief_Pitcher,75.0,200.0,28.0
Huston_Street,OAK,Relief_Pitcher,72.0,190.0,23.0
Ron_Flores,OAK,Relief_Pitcher,71.0,190.0,27.0
Jay_Marshall,OAK,Relief_Pitcher,77.0,185.0,24.0
Marcus_McBeth,OAK,Relief_Pitcher,73.0,185.0,26.0
Jorge_Posada,NYY,Catcher,74.0,205.0,35.0
Wil_Nieves,NYY,Catcher,71.0,190.0,29.0
Andy_Phillips,NYY,First_Baseman,72.0,205.0,29.0
Doug_Mientkiewicz,NYY,First_Baseman,74.0,206.0,32.0
Josh_Phelps,NYY,First_Baseman,75.0,220.0,28.0
Miguel_Cairo,NYY,Second_Baseman,73.0,208.0,32.0
Robinson_Cano,NYY,Second_Baseman,72.0,170.0,24.0
Derek_Jeter,NYY,Shortstop,75.0,195.0,32.0
Alex_Rodriguez,NYY,Third_Baseman,75.0,210.0,31.0
Johnny_Damon,NYY,Outfielder,74.0,190.0,33.0
Bobby_Abreu,NYY,Outfielder,72.0,211.0,32.0
Hideki_Matsui,NYY,Outfielder,74.0,230.0,32.0
Melky_Cabrera,NYY,Outfielder,71.0,170.0,22.0
Kevin_Thompson,NYY,Outfielder,70.0,185.0,27.0
Jason_Giambi,NYY,Designated_Hitter,75.0,230.0,36.0
Mike_Mussina,NYY,Starting_Pitcher,74.0,185.0,38.0
Carl_Pavano,NYY,Starting_Pitcher,77.0,241.0,31.0
Andy_Pettitte,NYY,Starting_Pitcher,77.0,225.0,34.0
Darrell_Rasner,NYY,Starting_Pitcher,75.0,210.0,26.0
Jeff_Karstens,NYY,Starting_Pitcher,75.0,175.0,24.0
Humberto_Sanchez,NYY,Starting_Pitcher,78.0,230.0,23.0
Chien-Ming_Wang,NYY,Starting_Pitcher,75.0,200.0,26.0
Sean_Henn,NYY,Relief_Pitcher,76.0,215.0,25.0
Scott_Proctor,NYY,Relief_Pitcher,73.0,198.0,30.0
Brian_Bruney,NYY,Relief_Pitcher,75.0,226.0,25.0
Chris_Britton,NYY,Relief_Pitcher,75.0,278.0,24.0
T.J._Beam,NYY,Relief_Pitcher,79.0,215.0,26.0
Jose_Veras,NYY,Relief_Pitcher,77.0,230.0,26.0
Kyle_Farnsworth,NYY,Relief_Pitcher,76.0,240.0,30.0
Luis_Vizcaino,NYY,Relief_Pitcher,71.0,184.0,32.0
Mike_Myers,NYY,Relief_Pitcher,75.0,219.0,37.0
Mariano_Rivera,NYY,Relief_Pitcher,74.0,170.0,37.0
Ivan_Rodriguez,DET,Catcher,69.0,218.0,35.0
Vance_Wilson,DET,Catcher,71.0,190.0,33.0
Sean_Casey,DET,First_Baseman,76.0,225.0,32.0
Chris_Shelton,DET,First_Baseman,72.0,220.0,26.0
Omar_Infante,DET,Second_Baseman,72.0,176.0,25.0
Placido_Polanco,DET,Second_Baseman,70.0,190.0,31.0
Neifi_Perez,DET,Second_Baseman,72.0,197.0,33.0
Carlos_Guillen,DET,Shortstop,73.0,204.0,31.0
Ramon_Santiago,DET,Shortstop,71.0,167.0,27.0
Tony_Giarratano,DET,Shortstop,72.0,180.0,24.0
Brandon_Inge,DET,Third_Baseman,71.0,195.0,29.0
Craig_Monroe,DET,Outfielder,73.0,220.0,30.0
Magglio_Ordo?ez,DET,Outfielder,72.0,215.0,33.0
Curtis_Granderson,DET,Outfielder,73.0,185.0,25.0
Brent_Clevlen,DET,Outfielder,74.0,190.0,23.0
Marcus_Thames,DET,Outfielder,74.0,205.0,29.0
Gary_Sheffield,DET,Outfielder,72.0,205.0,38.0
Mike_Rabelo,DET,Designated_Hitter,73.0,200.0,27.0
Zach_Miner,DET,Starting_Pitcher,75.0,200.0,24.0
Jeremy_Bonderman,DET,Starting_Pitcher,74.0,210.0,24.0
Nate_Robertson,DET,Starting_Pitcher,74.0,215.0,29.0
Justin_Verlander,DET,Starting_Pitcher,77.0,200.0,24.0
Virgil_Vasquez,DET,Starting_Pitcher,75.0,205.0,24.0
Kenny_Rogers,DET,Starting_Pitcher,73.0,211.0,42.0
Mike_Maroth,DET,Starting_Pitcher,72.0,190.0,29.0
Fernando_Rodney,DET,Relief_Pitcher,71.0,208.0,29.0
Chad_Durbin,DET,Relief_Pitcher,74.0,200.0,29.0
Jason_Grilli,DET,Relief_Pitcher,77.0,210.0,30.0
Jose_Mesa,DET,Relief_Pitcher,75.0,232.0,40.0
Todd_Jones,DET,Relief_Pitcher,75.0,230.0,38.0
Joel_Zumaya,DET,Relief_Pitcher,75.0,210.0,22.0
Jordan_Tata,DET,Relief_Pitcher,78.0,220.0,25.0
Andrew_Miller,DET,Relief_Pitcher,78.0,210.0,21.0
Yorman_Bazardo,DET,Relief_Pitcher,74.0,202.0,22.0
Wilfredo_Ledezma,DET,Relief_Pitcher,76.0,212.0,26.0
Roman_Colon,DET,Relief_Pitcher,78.0,225.0,27.0
Edward_Campusano,DET,Relief_Pitcher,76.0,170.0,24.0
Rene_Rivera,SEA,Catcher,70.0,190.0,23.0
Kenji_Johjima,SEA,Catcher,72.0,200.0,30.0
Richie_Sexson,SEA,First_Baseman,80.0,237.0,32.0
Ben_Broussard,SEA,First_Baseman,74.0,220.0,30.0
Jose_Lopez,SEA,Second_Baseman,74.0,170.0,23.0
Jose_Vidro,SEA,Second_Baseman,71.0,193.0,32.0
Yuniesky_Betancourt,SEA,Shortstop,70.0,190.0,25.0
Oswaldo_Navarro,SEA,Shortstop,72.0,150.0,22.0
Adrian_Beltre,SEA,Third_Baseman,71.0,220.0,27.0
Raul_Ibanez,SEA,Outfielder,74.0,200.0,34.0
Jose_Guillen,SEA,Outfielder,71.0,190.0,30.0
Jeremy_Reed,SEA,Outfielder,72.0,185.0,25.0
Willie_Bloomquist,SEA,Outfielder,71.0,185.0,29.0
Adam_Jones,SEA,Outfielder,74.0,200.0,21.0
Ichiro_Suzuki,SEA,Outfielder,69.0,172.0,33.0
Mike_Morse,SEA,Outfielder,76.0,220.0,24.0
Felix_Hernandez,SEA,Starting_Pitcher,75.0,225.0,20.0
Ryan_Feierabend,SEA,Starting_Pitcher,75.0,190.0,21.0
Sean_White,SEA,Starting_Pitcher,76.0,195.0,25.0
Horacio_Ramirez,SEA,Starting_Pitcher,73.0,219.0,27.0
Cha_Baek,SEA,Starting_Pitcher,76.0,190.0,26.0
Miguel_Batista,SEA,Starting_Pitcher,73.0,197.0,36.0
Jeff_Weaver,SEA,Starting_Pitcher,77.0,200.0,30.0
Jarrod_Washburn,SEA,Starting_Pitcher,73.0,195.0,32.0
George_Sherrill,SEA,Relief_Pitcher,72.0,210.0,29.0
Julio_Mateo,SEA,Relief_Pitcher,72.0,177.0,29.0
J.J._Putz,SEA,Relief_Pitcher,77.0,220.0,30.0
Chris_Reitsma,SEA,Relief_Pitcher,77.0,235.0,29.0
Cesar_Jimenez,SEA,Relief_Pitcher,71.0,180.0,22.0
Eric_O'Flaherty,SEA,Relief_Pitcher,74.0,195.0,22.0
Jon_Huber,SEA,Relief_Pitcher,74.0,195.0,25.0
Jake_Woods,SEA,Relief_Pitcher,73.0,190.0,25.0
Sean_Green,SEA,Relief_Pitcher,78.0,230.0,27.0
Mark_Lowe,SEA,Relief_Pitcher,75.0,190.0,23.0
Josh_Paul,TB,Catcher,73.0,200.0,31.0
Dioner_Navarro,TB,Catcher,70.0,190.0,23.0
Shawn_Riggans,TB,Catcher,74.0,190.0,26.0
Ty_Wigginton,TB,First_Baseman,72.0,200.0,29.0
Brendan_Harris,TB,Second_Baseman,73.0,200.0,26.0
Jorge_Cantu,TB,Second_Baseman,73.0,184.0,25.0
Ben_Zobrist,TB,Shortstop,75.0,200.0,25.0
B.J._Upton,TB,Third_Baseman,75.0,180.0,22.0
Carl_Crawford,TB,Outfielder,74.0,219.0,25.0
Rocco_Baldelli,TB,Outfielder,76.0,187.0,25.0
Greg_Norton,TB,Outfielder,73.0,200.0,34.0
Elijah_Dukes,TB,Outfielder,74.0,220.0,22.0
Delmon_Young,TB,Outfielder,75.0,205.0,21.0
Jonny_Gomes,TB,Designated_Hitter,73.0,205.0,26.0
Edwin_Jackson,TB,Starting_Pitcher,75.0,190.0,23.0
Scott_Kazmir,TB,Starting_Pitcher,72.0,170.0,23.0
Casey_Fossum,TB,Starting_Pitcher,73.0,160.0,29.0
Jae_Seo,TB,Starting_Pitcher,73.0,215.0,29.0
J.P._Howell,TB,Starting_Pitcher,72.0,175.0,23.0
Tim_Corcoran,TB,Starting_Pitcher,74.0,205.0,28.0
Jason_Hammel,TB,Starting_Pitcher,78.0,200.0,24.0
James_Shields,TB,Starting_Pitcher,76.0,214.0,25.0
Brian_Stokes,TB,Starting_Pitcher,73.0,200.0,27.0
Juan_Salas,TB,Relief_Pitcher,74.0,190.0,28.0
Jeff_Ridgway,TB,Relief_Pitcher,75.0,180.0,26.0
Ruddy_Lugo,TB,Relief_Pitcher,70.0,205.0,26.0
Jae-Kuk_Ryu,TB,Relief_Pitcher,75.0,220.0,23.0
Chad_Orvella,TB,Relief_Pitcher,71.0,190.0,26.0
Dan_Miceli,TB,Relief_Pitcher,72.0,215.0,36.0
Seth_McClung,TB,Relief_Pitcher,78.0,235.0,26.0
Jon_Switzer,TB,Relief_Pitcher,75.0,191.0,27.0
Shawn_Camp,TB,Relief_Pitcher,73.0,200.0,31.0
Scott_Dohmann,TB,Relief_Pitcher,73.0,181.0,29.0
Jason_LaRue,KC,Catcher,71.0,200.0,32.0
John_Buck,KC,Catcher,75.0,210.0,26.0
Ryan_Shealy,KC,First_Baseman,77.0,240.0,27.0
Ross_Gload,KC,First_Baseman,72.0,185.0,30.0
Esteban_German,KC,Second_Baseman,69.0,165.0,29.0
Mark_Grudzielanek,KC,Second_Baseman,73.0,190.0,36.0
Angel_Sanchez,KC,Second_Baseman,74.0,185.0,23.0
Angel_Berroa,KC,Shortstop,72.0,175.0,29.0
Andres_Blanco,KC,Shortstop,70.0,155.0,22.0
Mark_Teahen,KC,Third_Baseman,75.0,210.0,25.0
Joey_Gathright,KC,Outfielder,70.0,170.0,25.0
David_DeJesus,KC,Outfielder,72.0,175.0,27.0
Shane_Costa,KC,Outfielder,72.0,220.0,25.0
Mitch_Maier,KC,Outfielder,74.0,210.0,24.0
Reggie_Sanders,KC,Outfielder,73.0,205.0,39.0
Emil_Brown,KC,Outfielder,74.0,200.0,32.0
Mike_Sweeney,KC,Designated_Hitter,75.0,225.0,33.0
John_Bale,KC,Starting_Pitcher,76.0,205.0,32.0
Luke_Hudson,KC,Starting_Pitcher,75.0,195.0,29.0
Scott_Elarton,KC,Starting_Pitcher,80.0,240.0,31.0
Odalis_Perez,KC,Starting_Pitcher,72.0,150.0,29.0
Gil_Meche,KC,Starting_Pitcher,75.0,200.0,28.0
Neal_Musser,KC,Starting_Pitcher,73.0,215.0,26.0
Brian_Bannister,KC,Starting_Pitcher,74.0,202.0,26.0
Zack_Greinke,KC,Starting_Pitcher,74.0,200.0,23.0
Jorge_De_La_Rosa,KC,Starting_Pitcher,73.0,190.0,25.0
Todd_Wellemeyer,KC,Relief_Pitcher,75.0,205.0,28.0
Jimmy_Gobble,KC,Relief_Pitcher,75.0,190.0,25.0
Joel_Peralta,KC,Relief_Pitcher,71.0,160.0,30.0
Ryan_Braun,KC,Relief_Pitcher,73.0,215.0,26.0
Joakim_Soria,KC,Relief_Pitcher,75.0,185.0,22.0
Ken_Ray,KC,Relief_Pitcher,74.0,200.0,32.0
David_Riske,KC,Relief_Pitcher,74.0,190.0,30.0
Octavio_Dotel,KC,Relief_Pitcher,72.0,210.0,33.0
Joe_Nelson,KC,Relief_Pitcher,74.0,185.0,32.0
Gerald_Laird,TEX,Catcher,74.0,220.0,27.0
Miguel_Ojeda,TEX,Catcher,74.0,190.0,32.0
Guillermo_Quiroz,TEX,Catcher,73.0,202.0,25.0
Chris_Stewart,TEX,Catcher,76.0,205.0,25.0
Mark_Teixeira,TEX,First_Baseman,75.0,220.0,26.0
Ian_Kinsler,TEX,Second_Baseman,72.0,175.0,24.0
Joaquin_Arias,TEX,Shortstop,73.0,160.0,22.0
Michael_Young,TEX,Shortstop,73.0,190.0,30.0
Hank_Blalock,TEX,Third_Baseman,73.0,200.0,26.0
Marlon_Byrd,TEX,Outfielder,72.0,229.0,29.0
Brad_Wilkerson,TEX,Outfielder,72.0,206.0,29.0
Sammy_Sosa,TEX,Outfielder,72.0,220.0,38.0
Kenny_Lofton,TEX,Outfielder,72.0,180.0,39.0
Frank_Catalanotto,TEX,Outfielder,71.0,195.0,32.0
Nelson_Cruz,TEX,Outfielder,75.0,175.0,26.0
Jason_Botts,TEX,Designated_Hitter,77.0,250.0,26.0
Robinson_Tejeda,TEX,Starting_Pitcher,75.0,188.0,24.0
John_Rheinecker,TEX,Starting_Pitcher,74.0,230.0,27.0
Edinson_Volquez,TEX,Starting_Pitcher,73.0,190.0,23.0
A.J._Murray,TEX,Starting_Pitcher,75.0,200.0,24.0
Brandon_McCarthy,TEX,Starting_Pitcher,79.0,190.0,23.0
Vicente_Padilla,TEX,Starting_Pitcher,74.0,219.0,29.0
Kevin_Millwood,TEX,Starting_Pitcher,76.0,235.0,32.0
John_Koronka,TEX,Starting_Pitcher,73.0,180.0,26.0
Frank_Francisco,TEX,Relief_Pitcher,74.0,180.0,27.0
Francisco_Cruceta,TEX,Relief_Pitcher,74.0,180.0,25.0
Akinori_Otsuka,TEX,Relief_Pitcher,72.0,200.0,35.0
Eric_Gagne,TEX,Relief_Pitcher,74.0,234.0,31.0
Ron_Mahay,TEX,Relief_Pitcher,74.0,185.0,35.0
Joaquin_Benoit,TEX,Relief_Pitcher,75.0,220.0,29.0
Rick_Bauer,TEX,Relief_Pitcher,78.0,223.0,30.0
Josh_Rupe,TEX,Relief_Pitcher,74.0,200.0,24.0
Wes_Littleton,TEX,Relief_Pitcher,74.0,210.0,24.0
C.J._Wilson,TEX,Relief_Pitcher,74.0,200.0,26.0
Scott_Feldman,TEX,Relief_Pitcher,77.0,210.0,24.0
Gregg_Zaun,TOR,Catcher,70.0,190.0,35.0
